playerid,p_HBP,p_SHO,b_AB,p_L,p_SV,p_GF,p_CG,p_R,b_HBP,b_GIDP,b_BB,b_H,b_SH,b_IBB,b_2B,b_3B,b_SB,b_RBI,b_SO,b_G,p_W,b_R,classification
milancl01,NULL,NULL,7359,NULL,NULL,NULL,NULL,NULL,80,0,685,2100,188,0,240,105,495,617,197,1982,NULL,1004,0
millafe01,NULL,NULL,5791,NULL,NULL,NULL,NULL,NULL,63,146,318,1617,121,40,229,38,67,403,242,1480,NULL,699,0
millebi02,NULL,NULL,6212,NULL,NULL,NULL,NULL,NULL,80,0,383,1934,210,0,389,96,127,992,340,1820,NULL,946,0
millebo04,32,0,299,81,51,290,7,679,1,5,14,33,24,0,1,2,0,8,125,707,69,8,0
milledo02,NULL,NULL,5805,NULL,NULL,NULL,NULL,NULL,45,0,391,1526,235,0,232,108,177,715,454,1589,NULL,711,0
milleha01,NULL,NULL,1200,NULL,NULL,NULL,NULL,NULL,8,0,64,387,17,0,65,11,10,205,103,349,NULL,164,0
milleno01,NULL,NULL,1364,NULL,NULL,NULL,NULL,NULL,15,33,160,325,12,15,68,10,16,159,265,540,NULL,166,0
milnejo01,NULL,NULL,3436,NULL,NULL,NULL,NULL,NULL,10,87,504,855,7,45,140,16,31,498,473,1215,NULL,455,0
minosmi01,NULL,NULL,6579,NULL,NULL,NULL,NULL,NULL,192,185,814,1963,68,23,336,83,205,1023,584,1835,NULL,1136,0
mitchke01,NULL,NULL,4134,NULL,NULL,NULL,NULL,NULL,27,89,491,1173,2,87,224,25,30,760,719,1223,NULL,630,0
mizejo01,NULL,NULL,6443,NULL,NULL,NULL,NULL,NULL,52,99,856,2011,20,0,367,83,28,1337,524,1884,NULL,1118,1
molitpa01,NULL,NULL,10835,NULL,NULL,NULL,NULL,NULL,47,209,1094,3319,75,100,605,114,504,1307,1244,2683,NULL,1782,1
mondari01,NULL,NULL,6136,NULL,NULL,NULL,NULL,NULL,24,71,924,1619,46,107,248,64,98,775,1513,1986,NULL,950,0
mondera01,NULL,NULL,5814,NULL,NULL,NULL,NULL,NULL,41,93,475,1589,2,50,319,49,229,860,1130,1525,NULL,909,0
moneydo01,NULL,NULL,6215,NULL,NULL,NULL,NULL,NULL,40,121,600,1623,90,45,302,36,80,729,866,1720,NULL,798,0
montawi01,NULL,NULL,5843,NULL,NULL,NULL,NULL,NULL,24,162,465,1604,10,103,279,25,32,802,751,1632,NULL,645,0
montgje01,26,0,2,52,304,549,0,347,0,0,0,0,0,0,0,0,0,0,1,700,46,0,0
moonwa01,NULL,NULL,4843,NULL,NULL,NULL,NULL,NULL,13,121,644,1399,31,56,212,60,89,661,591,1457,NULL,737,0
moorejo02,NULL,NULL,5427,NULL,NULL,NULL,NULL,NULL,37,48,348,1615,36,0,258,53,46,513,247,1335,NULL,809,0
moorete01,0,0,4700,0,0,1,0,0,16,76,406,1318,82,0,263,28,82,513,368,1298,0,719,0
moraljo01,NULL,NULL,1305,NULL,NULL,NULL,NULL,NULL,6,57,89,375,13,28,68,6,0,207,182,733,NULL,126,0
morame01,NULL,NULL,5422,NULL,NULL,NULL,NULL,NULL,117,112,520,1503,50,18,283,19,93,754,953,1556,NULL,794,0
moranpa01,NULL,NULL,2634,NULL,NULL,NULL,NULL,NULL,37,0,142,618,51,0,102,24,55,262,36,818,NULL,198,0
morgajo02,NULL,NULL,9277,NULL,NULL,NULL,NULL,NULL,40,105,1865,2517,51,76,449,96,689,1133,1015,2649,NULL,1650,1
morriha02,NULL,NULL,3998,NULL,NULL,NULL,NULL,NULL,22,105,356,1216,28,55,246,21,45,513,548,1246,NULL,535,0
morrija02,58,28,1,186,0,10,175,1815,0,0,0,0,0,0,0,0,0,0,0,568,254,4,0
moseswa01,NULL,NULL,7356,NULL,NULL,NULL,NULL,NULL,21,58,821,2138,55,0,435,110,174,679,457,2012,NULL,1124,0
mostijo01,NULL,NULL,3507,NULL,NULL,NULL,NULL,NULL,70,0,415,1054,104,0,209,82,176,376,336,972,NULL,618,0
motama01,NULL,NULL,3779,NULL,NULL,NULL,NULL,NULL,28,99,289,1149,95,43,125,52,50,438,320,1536,NULL,496,0
muellbi02,NULL,NULL,4223,NULL,NULL,NULL,NULL,NULL,35,105,543,1229,37,17,265,22,20,493,571,1216,NULL,663,0
mulcahu01,39,5,388,89,9,48,63,695,0,13,14,64,24,0,9,0,0,21,51,223,45,24,0
mulhote01,70,10,619,142,5,128,46,1396,1,7,13,69,53,0,13,1,1,23,281,687,124,26,0
mungova01,33,20,787,115,16,61,123,957,1,11,29,174,21,0,24,4,1,74,164,410,120,56,0
munsoth01,NULL,NULL,5344,NULL,NULL,NULL,NULL,NULL,42,160,438,1558,21,59,229,32,48,701,571,1423,NULL,696,0
murcebo01,NULL,NULL,6730,NULL,NULL,NULL,NULL,NULL,27,124,862,1862,18,96,285,45,127,1043,841,1908,NULL,972,0
murphda02,NULL,NULL,5399,NULL,NULL,NULL,NULL,NULL,47,0,335,1563,197,0,289,102,193,702,24,1496,NULL,705,0
murphda05,NULL,NULL,7960,NULL,NULL,NULL,NULL,NULL,28,209,986,2111,6,159,350,39,161,1266,1748,2180,NULL,1197,0
murraed02,NULL,NULL,11336,NULL,NULL,NULL,NULL,NULL,18,316,1333,3255,2,222,560,35,110,1917,1516,3026,NULL,1627,1
murrare01,NULL,NULL,4334,NULL,NULL,NULL,NULL,NULL,40,0,299,1170,113,0,168,96,321,579,194,1264,NULL,555,0
murreiv01,NULL,NULL,1306,NULL,NULL,NULL,NULL,NULL,9,27,44,308,8,9,41,15,20,123,342,564,NULL,126,0
musiast01,0,0,10972,0,0,0,0,0,53,243,1599,3630,35,127,725,177,78,1951,696,3026,0,1949,1
mussimi01,60,23,52,153,0,0,57,1559,0,0,1,9,1,0,1,0,0,5,9,537,270,3,0
myerbu01,NULL,NULL,7038,NULL,NULL,NULL,NULL,NULL,33,12,965,2131,151,0,353,130,156,850,428,1923,NULL,1174,0
myersra01,12,0,60,63,347,548,1,338,0,2,3,11,5,0,3,0,0,7,33,729,44,5,0
nehfar01,40,28,915,120,13,84,182,1164,5,0,86,192,41,0,29,5,7,76,122,464,184,90,0
nenro01,7,0,15,42,314,549,0,266,0,0,0,1,0,0,0,0,0,0,4,643,45,0,0
nettlgr01,NULL,NULL,8986,NULL,NULL,NULL,NULL,NULL,50,197,1088,2225,12,94,328,28,32,1314,1209,2700,NULL,1193,0
nevinph01,NULL,NULL,4188,NULL,NULL,NULL,NULL,NULL,30,112,449,1131,3,30,209,6,18,743,1019,1217,NULL,584,0
newcodo01,30,24,878,90,7,34,136,956,3,17,87,238,17,1,33,3,2,108,147,452,149,94,0
newhoha01,19,33,999,150,26,79,212,1197,0,24,89,201,72,0,22,2,3,81,150,492,207,71,1
newsobo01,61,31,1337,222,21,71,246,1908,1,30,17,253,86,0,28,3,1,102,266,609,211,86,0
nichobi01,NULL,NULL,5546,NULL,NULL,NULL,NULL,NULL,52,61,800,1484,20,0,272,60,27,948,828,1677,NULL,837,0
nichoki01,133,48,2086,208,17,56,531,2477,12,0,137,471,23,0,58,24,19,278,211,649,361,273,1
niekrjo01,65,29,973,204,16,93,107,1620,1,17,38,152,147,0,26,1,1,72,262,706,221,55,0
niekrph01,123,45,1537,274,29,83,245,2337,12,35,17,260,129,0,42,1,0,109,314,866,318,80,1
nixonot01,NULL,NULL,5115,NULL,NULL,NULL,NULL,NULL,5,72,585,1379,67,10,142,27,620,318,694,1709,NULL,878,0
nolanga01,14,14,529,70,0,1,45,623,0,8,38,73,56,0,9,4,0,32,211,252,110,36,0
nomohi01,38,9,485,109,0,2,16,993,0,4,13,65,44,0,14,1,0,26,222,324,123,22,0
northji01,NULL,NULL,4692,NULL,NULL,NULL,NULL,NULL,30,128,449,1254,15,50,218,42,39,610,635,1392,NULL,603,0
northro01,NULL,NULL,3172,NULL,NULL,NULL,NULL,NULL,15,57,361,874,14,4,172,28,7,513,297,1084,NULL,385,0
odoulle01,5,0,3264,1,0,26,0,71,23,10,333,1140,39,0,175,41,36,542,122,970,1,624,0
oeschjo01,67,18,599,116,8,112,99,947,0,0,20,99,16,0,13,0,0,41,138,366,82,34,0
ofarrbo01,NULL,NULL,4101,NULL,NULL,NULL,NULL,NULL,11,11,547,1120,83,0,201,58,35,549,408,1492,NULL,517,0
oglivbe01,NULL,NULL,5913,NULL,NULL,NULL,NULL,NULL,35,122,560,1615,21,105,277,33,87,901,852,1754,NULL,784,0
olearch01,NULL,NULL,3232,NULL,NULL,NULL,NULL,NULL,32,0,164,731,153,0,104,18,74,213,34,955,NULL,317,0
olerujo01,NULL,NULL,7592,NULL,NULL,NULL,NULL,NULL,88,232,1275,2239,12,157,500,13,11,1230,1016,2234,NULL,1139,0
olivato01,NULL,NULL,6301,NULL,NULL,NULL,NULL,NULL,59,139,448,1917,14,131,329,48,86,947,645,1676,NULL,870,0
oliveal01,NULL,NULL,9049,NULL,NULL,NULL,NULL,NULL,82,254,535,2743,17,119,529,77,84,1326,756,2368,NULL,1189,0
oneilpa01,0,0,7318,0,0,1,0,3,22,221,892,2105,7,107,451,21,141,1269,1166,2053,0,1041,0
oneilst01,NULL,NULL,4795,NULL,NULL,NULL,NULL,NULL,43,0,592,1259,130,0,248,34,30,537,383,1590,NULL,448,0
ordonma01,NULL,NULL,6978,NULL,NULL,NULL,NULL,NULL,45,242,651,2156,3,36,426,21,94,1236,852,1848,NULL,1076,0
oroscje01,34,0,59,80,144,501,0,512,0,1,8,10,7,0,0,0,0,4,25,1252,87,3,0
orourji01,0,0,8505,1,2,4,0,14,36,0,510,2643,0,0,465,151,224,1203,360,1999,0,1729,1
osteecl01,45,40,1099,195,1,24,140,1435,3,18,40,207,69,0,31,6,2,76,291,588,196,90,0
otisam01,NULL,NULL,7299,NULL,NULL,NULL,NULL,NULL,33,158,757,2020,54,53,374,66,341,1007,1008,1998,NULL,1092,0
ottme01,NULL,NULL,9456,NULL,NULL,NULL,NULL,NULL,64,82,1708,2876,109,0,488,72,89,1860,896,2730,NULL,1859,1
paborch01,0,0,715,4,0,0,3,80,0,0,8,204,0,0,12,12,3,81,8,170,1,101,0
pafkoan01,NULL,NULL,6292,NULL,NULL,NULL,NULL,NULL,76,164,561,1796,82,7,264,62,38,976,477,1852,NULL,844,0
paganjo01,NULL,NULL,3689,NULL,NULL,NULL,NULL,NULL,22,81,244,922,39,43,138,26,46,372,510,1326,NULL,387,0
paigesa01,7,4,124,31,32,109,7,191,0,5,3,12,8,0,0,0,0,4,32,179,28,2,1
palmeji01,38,53,489,152,4,15,211,1395,0,1,16,85,31,0,9,1,1,41,207,576,268,52,1
palmera01,NULL,NULL,10472,NULL,NULL,NULL,NULL,NULL,87,231,1353,3020,15,171,585,38,97,1835,1348,2831,NULL,1663,0
pappami01,72,43,1073,164,4,33,129,1331,8,13,36,132,52,0,13,3,1,67,510,527,209,72,0
parkeda01,NULL,NULL,9358,NULL,NULL,NULL,NULL,NULL,56,209,683,2712,1,170,526,75,154,1493,1537,2466,NULL,1272,0
parrila01,NULL,NULL,6792,NULL,NULL,NULL,NULL,NULL,42,187,529,1789,31,79,360,33,30,992,1359,1891,NULL,850,0
parrila02,NULL,NULL,7067,NULL,NULL,NULL,NULL,NULL,37,197,612,1782,23,62,305,27,28,1070,1527,1988,NULL,856,0
pascuca02,61,36,967,170,10,67,132,1334,3,30,46,198,55,0,32,5,0,81,123,542,174,71,0
paskedo01,NULL,NULL,6017,NULL,NULL,NULL,NULL,NULL,41,0,715,1613,224,0,279,77,293,577,659,1716,NULL,868,0
pearsmo01,6,5,513,61,4,24,94,721,0,2,39,117,35,0,24,1,2,62,59,225,100,58,0
peckiro01,NULL,NULL,7233,NULL,NULL,NULL,NULL,NULL,22,0,814,1876,314,0,256,75,205,740,609,2012,NULL,1006,0
peitzhe01,2,0,4121,1,0,3,1,18,34,0,409,1117,71,0,191,66,91,560,76,1234,0,532,0
penato01,NULL,NULL,6489,NULL,NULL,NULL,NULL,NULL,23,234,455,1687,68,72,298,27,80,708,846,1988,NULL,667,0
pendlte01,NULL,NULL,7032,NULL,NULL,NULL,NULL,NULL,15,178,486,1897,37,77,356,39,127,946,979,1893,NULL,851,0
pennohe01,36,35,1214,162,32,133,247,1692,7,0,94,232,111,0,33,4,1,103,172,620,240,108,1
pepitjo01,NULL,NULL,5097,NULL,NULL,NULL,NULL,NULL,28,124,302,1315,14,73,158,35,41,721,526,1397,NULL,606,0
percitr01,27,0,5,43,358,546,0,271,0,0,0,0,0,0,0,0,0,0,5,703,35,0,0
perduhu01,20,5,300,64,7,24,64,503,0,0,12,42,21,0,1,1,0,10,75,161,51,20,0
perezto01,NULL,NULL,9778,NULL,NULL,NULL,NULL,NULL,43,268,925,2732,9,150,505,79,49,1652,1867,2777,NULL,1272,1
perkicy01,NULL,NULL,3604,NULL,NULL,NULL,NULL,NULL,15,0,301,933,95,0,175,35,18,409,221,1171,NULL,329,0
perraro01,24,0,167,74,179,458,0,442,0,1,10,16,13,0,1,1,0,3,92,737,79,6,0
perryga01,108,53,1076,265,11,33,303,2128,6,20,22,141,113,0,17,0,0,47,369,787,314,48,1
perryji01,80,32,889,174,10,64,109,1407,3,19,32,177,51,0,22,3,0,59,179,635,215,73,0
peskyjo01,NULL,NULL,4745,NULL,NULL,NULL,NULL,NULL,25,82,662,1455,83,0,226,50,53,404,218,1270,NULL,867,0
petrori01,NULL,NULL,5390,NULL,NULL,NULL,NULL,NULL,26,127,661,1352,36,61,237,22,10,773,926,1553,NULL,653,0
phillde01,60,27,980,109,12,71,242,1077,11,0,49,185,24,0,23,6,4,90,5,377,189,96,0
phillto02,NULL,NULL,7617,NULL,NULL,NULL,NULL,NULL,42,127,1319,2023,69,44,360,50,177,819,1499,2161,NULL,1300,0
piazzmi01,NULL,NULL,6911,NULL,NULL,NULL,NULL,NULL,30,229,759,2127,0,146,344,8,17,1335,1113,1912,NULL,1048,1
piercbi02,30,38,1102,169,32,84,193,1325,4,24,65,203,83,0,13,4,1,69,232,616,211,94,0
pikeli01,NULL,NULL,1983,NULL,NULL,NULL,NULL,NULL,0,0,49,637,0,0,119,53,47,332,54,425,NULL,433,0
pinielo01,NULL,NULL,5867,NULL,NULL,NULL,NULL,NULL,31,209,368,1705,35,82,305,41,32,766,541,1747,NULL,651,0
pinsova01,NULL,NULL,9645,NULL,NULL,NULL,NULL,NULL,54,164,574,2757,52,69,485,127,305,1170,1196,2469,NULL,1366,0
pippwa01,NULL,NULL,6914,NULL,NULL,NULL,NULL,NULL,38,0,596,1941,272,0,311,148,125,998,551,1872,NULL,974,0
pizarju01,41,17,658,105,28,120,79,890,1,14,32,133,24,1,18,2,1,66,191,496,131,72,0
planked01,196,69,1607,194,23,74,410,1569,24,0,71,331,76,0,39,7,13,122,72,630,326,130,0
plesada01,17,0,15,71,158,422,0,478,0,1,0,1,0,0,0,0,0,0,10,1064,65,0,0
podrejo01,28,24,762,116,11,46,77,1026,4,14,32,145,43,0,19,1,1,50,108,462,148,61,0
portebo01,14,23,516,97,8,45,92,732,4,14,20,95,25,0,15,1,1,43,123,322,87,34,0
porteda02,NULL,NULL,5539,NULL,NULL,NULL,NULL,NULL,45,102,905,1369,18,106,237,48,39,826,1025,1782,NULL,765,0
posadjo01,NULL,NULL,6092,NULL,NULL,NULL,NULL,NULL,74,186,936,1664,1,78,379,10,20,1065,1453,1829,NULL,900,0
powelbo01,NULL,NULL,6681,NULL,NULL,NULL,NULL,NULL,29,164,1001,1776,27,140,270,11,20,1187,1226,2042,NULL,889,0
powervi01,NULL,NULL,6046,NULL,NULL,NULL,NULL,NULL,15,145,279,1716,73,26,290,49,45,658,247,1627,NULL,765,0
pruethu01,37,1,212,48,13,79,28,468,0,0,21,36,17,0,5,1,0,12,52,211,29,9,0
puckeki01,NULL,NULL,7244,NULL,NULL,NULL,NULL,NULL,56,188,450,2304,23,85,414,57,134,1085,965,1783,NULL,1071,1
puhlte01,NULL,NULL,4855,NULL,NULL,NULL,NULL,NULL,26,59,505,1361,57,49,226,56,217,435,507,1531,NULL,676,0
quinnja01,94,28,1349,218,57,216,243,1835,3,0,89,248,71,0,38,7,5,113,276,771,247,90,0
quiseda01,7,0,6,46,244,553,0,356,0,0,1,1,0,0,0,0,0,1,1,674,56,0,0
radboch01,54,35,2487,195,2,24,489,2275,9,0,158,585,0,0,64,11,26,259,244,653,309,308,1
raderdo02,NULL,NULL,5186,NULL,NULL,NULL,NULL,NULL,40,142,528,1302,27,51,245,39,37,722,1055,1465,NULL,631,0
radkebr01,62,10,29,139,0,0,37,1233,0,0,0,3,5,0,0,0,0,0,9,378,148,0,0
raineti01,NULL,NULL,8872,NULL,NULL,NULL,NULL,NULL,42,142,1330,2605,39,148,430,113,808,980,966,2502,NULL,1571,1
ramirma02,NULL,NULL,8244,NULL,NULL,NULL,NULL,NULL,109,243,1329,2574,2,216,547,20,38,1831,1813,2302,NULL,1544,0
ramospe01,68,13,703,160,55,182,73,1210,2,5,22,109,41,0,9,3,2,56,316,696,117,76,0
randowi01,NULL,NULL,8018,NULL,NULL,NULL,NULL,NULL,38,218,1243,2210,99,37,316,65,271,687,675,2202,NULL,1239,0
raschvi01,26,26,608,66,3,5,106,828,0,17,47,112,63,0,15,1,0,50,145,269,132,45,0
rayji01,12,0,117,30,25,115,1,271,1,5,2,16,7,0,0,0,0,6,43,309,43,4,0
rayjo01,NULL,NULL,5188,NULL,NULL,NULL,NULL,NULL,12,126,353,1502,48,39,294,36,80,594,329,1353,NULL,604,0
raymobu01,33,9,263,57,2,27,58,360,1,0,16,42,12,0,4,3,1,14,20,136,45,12,0
reardje01,27,0,57,77,367,695,0,426,0,0,1,5,7,0,1,0,0,2,38,880,73,0,0
reesepe01,NULL,NULL,8058,NULL,NULL,NULL,NULL,NULL,26,176,1210,2170,157,3,330,80,232,885,890,2166,NULL,1338,1
reeseri01,NULL,NULL,2020,NULL,NULL,NULL,NULL,NULL,20,36,158,512,11,22,73,17,16,245,270,866,NULL,248,0
reichri01,NULL,NULL,3307,NULL,NULL,NULL,NULL,NULL,66,92,263,864,25,20,109,24,40,445,672,997,NULL,391,0
reisepe01,NULL,NULL,2662,NULL,NULL,NULL,NULL,NULL,20,26,343,786,28,0,155,41,87,368,369,861,NULL,473,0
remseja01,NULL,NULL,2352,NULL,NULL,NULL,NULL,NULL,0,0,71,574,0,0,69,39,14,199,131,578,NULL,366,0
remyje01,NULL,NULL,4455,NULL,NULL,NULL,NULL,NULL,4,83,356,1226,116,10,140,38,208,329,404,1154,NULL,605,0
renteed01,NULL,NULL,8142,NULL,NULL,NULL,NULL,NULL,31,241,718,2327,99,42,436,29,294,923,1182,2152,NULL,1200,0
reuscri01,88,26,1115,191,5,16,102,1494,3,11,46,187,135,0,35,4,3,79,317,579,214,82,0
reussje01,59,39,1024,191,11,41,127,1700,1,15,69,171,99,0,24,1,1,58,433,631,220,71,0
reynoal01,57,36,857,107,49,97,137,1026,5,28,61,140,58,0,19,4,1,79,186,475,182,56,0
reynosh01,41,7,546,96,0,5,20,895,2,7,14,77,97,0,15,0,0,43,247,306,114,34,0
rhodear01,16,3,6,70,33,161,5,560,0,0,0,1,0,0,0,0,0,0,5,903,87,0,0
rhoderi01,39,17,761,125,1,14,69,1143,0,20,17,181,47,0,38,0,0,75,114,427,151,58,0
ricede01,NULL,NULL,3826,NULL,NULL,NULL,NULL,NULL,34,103,382,908,63,23,177,20,2,441,522,1309,NULL,342,0
riceji01,NULL,NULL,8225,NULL,NULL,NULL,NULL,NULL,64,315,670,2452,5,77,373,79,58,1451,1423,2089,NULL,1249,1
ricesa01,0,0,9269,1,0,4,1,18,56,0,708,2987,213,0,498,184,351,1078,275,2404,1,1514,1
richabo01,NULL,NULL,5386,NULL,NULL,NULL,NULL,NULL,7,100,262,1432,98,20,196,37,73,390,243,1412,NULL,643,0
richaha01,0,0,5642,0,0,5,0,10,10,0,377,1688,0,0,303,126,205,822,445,1331,3,1120,0
richajr01,17,19,552,71,0,3,76,625,2,11,4,93,41,0,10,3,2,50,181,239,107,39,0
richepe01,16,3,297,73,51,161,22,463,1,0,9,43,23,0,5,1,2,15,129,446,80,21,0
richmle01,2,8,1018,100,3,13,161,1018,0,0,46,262,0,0,29,20,0,113,73,251,75,169,0
righeda01,21,2,11,79,252,474,13,602,0,0,0,2,5,0,0,0,0,1,6,718,82,0,0
rijojo01,28,4,445,91,3,43,22,772,0,4,8,85,58,0,13,0,2,29,101,377,116,25,0
ringji01,30,9,817,149,11,55,154,1326,3,0,17,120,40,0,23,1,2,57,288,391,118,59,0
ripkeca01,NULL,NULL,11551,NULL,NULL,NULL,NULL,NULL,66,350,1129,3184,10,107,603,44,36,1695,1305,3001,NULL,1647,1
ritchcl01,NULL,NULL,5919,NULL,NULL,NULL,NULL,NULL,72,0,607,1618,224,0,215,68,155,673,0,1671,NULL,708,0
rivermi01,NULL,NULL,5629,NULL,NULL,NULL,NULL,NULL,22,44,266,1660,75,20,247,71,267,499,471,1468,NULL,785,0
rixeyep01,76,37,1522,251,14,97,290,1986,9,2,49,291,87,0,33,4,2,111,220,694,266,95,1
rizzuph01,NULL,NULL,5816,NULL,NULL,NULL,NULL,NULL,49,107,651,1588,193,1,239,62,149,563,398,1661,NULL,877,1
roberda01,NULL,NULL,2830,NULL,NULL,NULL,NULL,NULL,15,0,113,812,76,0,117,44,94,364,262,804,NULL,366,0
roberro01,54,45,1525,245,25,49,305,1962,8,37,135,255,108,0,55,10,3,103,372,688,286,107,1
robinbi02,NULL,NULL,4364,NULL,NULL,NULL,NULL,NULL,16,128,263,1127,37,49,229,29,71,641,820,1472,NULL,536,0
robinbr01,NULL,NULL,10654,NULL,NULL,NULL,NULL,NULL,53,297,860,2848,101,120,482,68,28,1357,990,2896,NULL,1232,1
robinfr02,NULL,NULL,10006,NULL,NULL,NULL,NULL,NULL,198,269,1420,2943,17,218,528,72,204,1812,1532,2808,NULL,1829,1
robinja02,NULL,NULL,4877,NULL,NULL,NULL,NULL,NULL,72,113,740,1518,104,7,273,54,197,734,291,1382,NULL,947,1
robinwi01,NULL,NULL,5075,NULL,NULL,NULL,NULL,NULL,27,0,286,1388,31,0,212,51,196,722,178,1371,NULL,637,0
rodriiv01,NULL,NULL,9592,NULL,NULL,NULL,NULL,NULL,58,337,513,2844,31,67,572,51,127,1332,1474,2543,NULL,1354,1
roepr01,17,17,620,84,10,42,101,799,0,7,38,68,63,0,3,0,0,28,215,333,127,37,0
roganbu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
rogerke01,127,9,66,156,28,133,36,1739,0,1,4,9,5,0,1,1,1,4,25,763,219,5,0
rogerst01,43,37,881,152,2,3,129,1122,1,10,61,122,101,0,8,2,1,39,268,406,158,47,0
rojasco01,0,0,6309,0,0,1,0,0,20,181,396,1660,87,30,254,25,74,593,489,1822,0,714,0
rolfere01,NULL,NULL,4827,NULL,NULL,NULL,NULL,NULL,10,14,526,1394,42,0,257,67,44,497,335,1175,NULL,942,0
rommeed01,31,18,826,119,29,182,147,1213,0,0,62,164,70,0,23,6,1,59,102,507,171,80,0
rootch01,79,21,1086,160,40,185,177,1467,7,9,44,196,54,0,46,7,1,93,329,632,201,86,0
rosepe01,NULL,NULL,14053,NULL,NULL,NULL,NULL,NULL,107,247,1566,4256,56,167,746,135,198,1314,1143,3562,NULL,2165,0
roushed01,NULL,NULL,7363,NULL,NULL,NULL,NULL,NULL,53,0,484,2376,256,0,339,182,268,981,260,1967,NULL,1099,1
rowesc01,27,22,909,101,12,74,137,1075,2,12,86,239,25,0,36,9,3,153,157,491,158,116,0
ruckena01,73,38,805,134,14,60,186,817,0,0,22,157,31,0,10,6,2,44,64,336,134,44,0
rudijo01,NULL,NULL,5556,NULL,NULL,NULL,NULL,NULL,35,129,369,1468,65,59,287,39,25,810,870,1547,NULL,684,0
rudoldi01,27,27,698,108,8,36,172,778,3,0,53,131,30,0,14,6,9,56,115,284,121,46,0
ruelmu01,NULL,NULL,4514,NULL,NULL,NULL,NULL,NULL,29,0,606,1242,143,0,187,29,61,534,238,1468,NULL,494,0
rueteki01,25,1,622,92,0,1,4,1004,0,9,27,95,86,0,9,0,1,40,105,349,130,44,0
ruffire01,58,45,1937,225,16,71,335,2117,6,13,97,521,43,0,98,13,1,273,266,882,273,207,0
rusieam01,29,30,1730,174,5,35,392,2066,6,0,27,428,0,0,42,29,25,176,170,487,245,209,1
russebi01,NULL,NULL,7318,NULL,NULL,NULL,NULL,NULL,36,174,483,1926,132,106,293,57,167,627,667,2181,NULL,796,0
russeje01,28,2,79,73,186,340,11,525,0,1,5,11,7,0,3,0,0,10,33,591,56,3,0
ruthba01,29,17,8398,46,4,11,107,398,43,2,2062,2873,113,0,506,136,123,2217,1330,2503,94,2174,1
ryanmi02,NULL,NULL,1920,NULL,NULL,NULL,NULL,NULL,4,69,152,370,11,23,60,12,4,161,370,636,NULL,146,0
ryanno01,158,61,852,292,3,13,222,2178,0,11,38,94,65,0,10,2,3,36,371,807,324,40,1
saberbr01,59,16,190,117,1,13,76,1036,0,1,13,23,24,0,4,0,0,1,49,403,167,13,0
sadecra01,41,20,789,131,7,75,85,1206,1,7,27,151,54,0,21,4,0,56,161,587,135,59,0
sainjo01,30,16,774,116,51,124,140,947,2,25,24,190,56,0,28,4,0,101,20,433,139,69,0
salmoti01,NULL,NULL,5934,NULL,NULL,NULL,NULL,NULL,67,98,970,1674,0,45,339,24,48,1016,1360,1672,NULL,986,0
samueju01,NULL,NULL,6081,NULL,NULL,NULL,NULL,NULL,74,81,440,1578,27,38,287,102,396,703,1442,1720,NULL,873,0
sanchfr01,NULL,NULL,3402,NULL,NULL,NULL,NULL,NULL,32,67,180,1012,35,18,215,17,13,371,420,904,NULL,434,0
sandbry01,NULL,NULL,8385,NULL,NULL,NULL,NULL,NULL,34,139,761,2386,31,59,403,76,344,1061,1260,2164,NULL,1318,1
sandere02,NULL,NULL,6241,NULL,NULL,NULL,NULL,NULL,71,121,674,1666,14,49,341,60,304,983,1614,1777,NULL,1037,0
sandesc02,14,1,129,45,5,47,2,399,0,0,5,25,20,0,6,0,1,8,42,236,34,4,0
sanguma01,NULL,NULL,5062,NULL,NULL,NULL,NULL,NULL,23,144,223,1500,28,96,205,57,35,585,331,1448,NULL,566,0
santibe01,NULL,NULL,6951,NULL,NULL,NULL,NULL,NULL,38,205,430,1830,26,52,323,41,91,920,1270,1978,NULL,755,0
santolo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
santoro01,NULL,NULL,8143,NULL,NULL,NULL,NULL,NULL,38,256,1108,2254,13,94,365,67,35,1331,1343,2243,NULL,1138,1
sauerha01,NULL,NULL,4796,NULL,NULL,NULL,NULL,NULL,34,107,561,1278,9,7,200,19,11,876,714,1399,NULL,709,0
saxst01,NULL,NULL,6940,NULL,NULL,NULL,NULL,NULL,24,146,556,1949,75,47,278,47,444,550,584,1769,NULL,913,0
schaapa01,NULL,NULL,3555,NULL,NULL,NULL,NULL,NULL,22,80,516,869,26,21,132,26,43,323,466,1128,NULL,436,0
schacal01,3,1,51,10,2,21,8,124,2,0,9,10,4,0,2,0,0,4,7,53,14,9,0
schaege01,0,0,3784,0,0,0,0,2,13,0,333,972,175,0,117,48,201,308,28,1150,0,497,0
schalra01,NULL,NULL,5306,NULL,NULL,NULL,NULL,NULL,59,0,638,1345,214,0,199,49,177,594,355,1762,NULL,579,0
